iata,month,statcan_airport,domestic_total_itinerant_movements,domestic_air_carrier_level_i_iii_movements,domestic_air_carrier_level_iv_vi_movements,domestic_air_carrier_all_levels_movements,transborder_total_itinerant_movements,other_international_total_itinerant_movements,source_table
YXU,2025-12-01,"London, Ontario",2198,344,457,801,106,51,23100302
YXX,2020-01-01,"Abbotsford, British Columbia",3241,725,2160,2885,35,35,23100302
YXX,2020-02-01,"Abbotsford, British Columbia",5006,648,3642,4290,54,34,23100302
YXX,2020-03-01,"Abbotsford, British Columbia",4556,569,3261,3830,47,29,23100302
YXX,2020-04-01,"Abbotsford, British Columbia",1706,178,889,1067,20,,23100302
YXX,2020-05-01,"Abbotsford, British Columbia",2841,133,1865,1998,10,,23100302
YXX,2020-06-01,"Abbotsford, British Columbia",4299,185,3138,3323,35,,23100302
YXX,2020-07-01,"Abbotsford, British Columbia",5696,262,4087,4349,26,,23100302
YXX,2020-08-01,"Abbotsford, British Columbia",5597,264,4005,4269,54,,23100302
YXX,2020-09-01,"Abbotsford, British Columbia",4363,285,3225,3510,64,,23100302
YXX,2020-10-01,"Abbotsford, British Columbia",5036,315,3754,4069,47,1,23100302
YXX,2020-11-01,"Abbotsford, British Columbia",4400,378,3182,3560,64,1,23100302
YXX,2020-12-01,"Abbotsford, British Columbia",3336,402,2199,2601,114,,23100302
YXX,2021-01-01,"Abbotsford, British Columbia",4631,256,3175,3431,121,3,23100302
YXX,2021-02-01,"Abbotsford, British Columbia",3510,183,2439,2622,36,,23100302
YXX,2021-03-01,"Abbotsford, British Columbia",6771,190,4955,5145,48,,23100302
YXX,2021-04-01,"Abbotsford, British Columbia",5735,205,3971,4176,77,,23100302
YXX,2021-05-01,"Abbotsford, British Columbia",5265,237,3388,3625,76,,23100302
YXX,2021-06-01,"Abbotsford, British Columbia",5504,306,3728,4034,103,,23100302
YXX,2021-07-01,"Abbotsford, British Columbia",6283,546,3980,4526,182,2,23100302
YXX,2021-08-01,"Abbotsford, British Columbia",5948,990,3432,4422,269,,23100302
YXX,2021-09-01,"Abbotsford, British Columbia",5741,1033,3481,4514,267,3,23100302
YXX,2021-10-01,"Abbotsford, British Columbia",5522,989,3248,4237,473,2,23100302
YXX,2021-11-01,"Abbotsford, British Columbia",6071,701,3757,4458,59,9,23100302
YXX,2021-12-01,"Abbotsford, British Columbia",3620,723,2126,2849,41,15,23100302
YXX,2022-01-01,"Abbotsford, British Columbia",3233,553,2058,2611,32,21,23100302
YXX,2022-02-01,"Abbotsford, British Columbia",4720,540,3350,3890,50,32,23100302
YXX,2022-03-01,"Abbotsford, British Columbia",6258,639,4495,5134,62,44,23100302
YXX,2022-04-01,"Abbotsford, British Columbia",6106,630,4248,4878,63,43,23100302
YXX,2022-05-01,"Abbotsford, British Columbia",5952,863,3634,4497,74,2,23100302
YXX,2022-06-01,"Abbotsford, British Columbia",6478,802,3840,4642,106,3,23100302
YXX,2022-07-01,"Abbotsford, British Columbia",6729,821,3989,4810,96,,23100302
YXX,2022-08-01,"Abbotsford, British Columbia",6620,881,3726,4607,128,3,23100302
YXX,2022-09-01,"Abbotsford, British Columbia",5972,883,3416,4299,72,,23100302
YXX,2022-10-01,"Abbotsford, British Columbia",5317,891,3042,3933,69,1,23100302
YXX,2022-11-01,"Abbotsford, British Columbia",5303,824,3324,4148,55,34,23100302
YXX,2022-12-01,"Abbotsford, British Columbia",2494,679,1326,2005,45,73,23100302
YXX,2023-01-01,"Abbotsford, British Columbia",4096,771,2346,3117,47,95,23100302
YXX,2023-02-01,"Abbotsford, British Columbia",3906,639,2622,3261,59,112,23100302
YXX,2023-03-01,"Abbotsford, British Columbia",6347,790,4189,4979,87,132,23100302
YXX,2023-04-01,"Abbotsford, British Columbia",5960,767,4039,4806,101,73,23100302
YXX,2023-05-01,"Abbotsford, British Columbia",7099,985,4314,5299,113,26,23100302
YXX,2023-06-01,"Abbotsford, British Columbia",6565,1036,3759,4795,97,25,23100302
YXX,2023-07-01,"Abbotsford, British Columbia",7339,1216,3927,5143,93,12,23100302
YXX,2023-08-01,"Abbotsford, British Columbia",6734,1196,3307,4503,145,15,23100302
YXX,2023-09-01,"Abbotsford, British Columbia",6704,919,3747,4666,66,21,23100302
YXX,2023-10-01,"Abbotsford, British Columbia",5624,763,3045,3808,64,17,23100302
YXX,2023-11-01,"Abbotsford, British Columbia",5506,439,3626,4065,48,2,23100302
YXX,2023-12-01,"Abbotsford, British Columbia",3013,540,1624,2164,53,22,23100302
YXX,2024-01-01,"Abbotsford, British Columbia",3092,486,1857,2343,26,29,23100302
YXX,2024-02-01,"Abbotsford, British Columbia",5083,498,3383,3881,53,27,23100302
YXX,2024-03-01,"Abbotsford, British Columbia",6697,580,4339,4919,58,30,23100302
YXX,2024-04-01,"Abbotsford, British Columbia",7054,577,4325,4902,93,17,23100302
YXX,2024-05-01,"Abbotsford, British Columbia",7129,812,4142,4954,80,,23100302
YXX,2024-06-01,"Abbotsford, British Columbia",6937,761,3678,4439,75,,23100302
YXX,2024-07-01,"Abbotsford, British Columbia",8292,880,4653,5533,98,1,23100302
YXX,2024-08-01,"Abbotsford, British Columbia",7342,857,3816,4673,135,1,23100302
YXX,2024-09-01,"Abbotsford, British Columbia",6543,867,3363,4230,74,,23100302
YXX,2024-10-01,"Abbotsford, British Columbia",6357,822,3698,4520,65,1,23100302
YXX,2024-11-01,"Abbotsford, British Columbia",5549,600,3360,3960,45,5,23100302
YXX,2024-12-01,"Abbotsford, British Columbia",4052,662,2063,2725,65,9,23100302
YXX,2025-01-01,"Abbotsford, British Columbia",5716,2028,1871,3899,71,11,23100302
YXX,2025-02-01,"Abbotsford, British Columbia",4546,1733,1511,3244,48,8,23100302
YXX,2025-03-01,"Abbotsford, British Columbia",6504,2016,2523,4539,48,12,23100302
YXX,2025-04-01,"Abbotsford, British Columbia",7782,1930,3160,5090,58,6,23100302
YXX,2025-05-01,"Abbotsford, British Columbia",7895,2239,2814,5053,82,,23100302
YXX,2025-06-01,"Abbotsford, British Columbia",8218,2258,2766,5024,63,2,23100302
YXX,2025-07-01,"Abbotsford, British Columbia",8779,2416,2976,5392,75,,23100302
YXX,2025-08-01,"Abbotsford, British Columbia",7583,2122,2321,4443,134,,23100302
YXX,2025-09-01,"Abbotsford, British Columbia",7378,2029,2382,4411,62,1,23100302
YXX,2025-10-01,"Abbotsford, British Columbia",7297,2076,2149,4225,60,1,23100302
YXX,2025-11-01,"Abbotsford, British Columbia",6184,1720,2061,3781,83,5,23100302
YXX,2025-12-01,"Abbotsford, British Columbia",3111,1300,697,1997,82,12,23100302
YYC,2020-01-01,"Calgary International, Alberta",14382,13451,279,13730,3502,1043,23100302
YYC,2020-02-01,"Calgary International, Alberta",13314,12356,291,12647,3283,983,23100302
YYC,2020-03-01,"Calgary International, Alberta",11594,10744,266,11010,2695,852,23100302
YYC,2020-04-01,"Calgary International, Alberta",5201,4402,294,4696,346,31,23100302
YYC,2020-05-01,"Calgary International, Alberta",4521,3627,333,3960,347,27,23100302
YYC,2020-06-01,"Calgary International, Alberta",5538,4567,333,4900,427,23,23100302
YYC,2020-07-01,"Calgary International, Alberta",7491,6365,429,6794,632,28,23100302
YYC,2020-08-01,"Calgary International, Alberta",7833,6581,540,7121,620,56,23100302
YYC,2020-09-01,"Calgary International, Alberta",7742,6476,438,6914,526,73,23100302
YYC,2020-10-01,"Calgary International, Alberta",7805,6763,369,7132,624,109,23100302
YYC,2020-11-01,"Calgary International, Alberta",7235,6420,261,6681,625,126,23100302
YYC,2020-12-01,"Calgary International, Alberta",7659,6767,272,7039,929,198,23100302
YYC,2021-01-01,"Calgary International, Alberta",6462,5721,251,5972,971,219,23100302
YYC,2021-02-01,"Calgary International, Alberta",5332,4703,195,4898,625,74,23100302
YYC,2021-03-01,"Calgary International, Alberta",6326,5291,341,5632,585,66,23100302
YYC,2021-04-01,"Calgary International, Alberta",6285,5268,332,5600,630,58,23100302
YYC,2021-05-01,"Calgary International, Alberta",6311,5314,335,5649,608,67,23100302
YYC,2021-06-01,"Calgary International, Alberta",7491,6262,420,6682,674,71,23100302
YYC,2021-07-01,"Calgary International, Alberta",10068,8739,446,9185,962,127,23100302
YYC,2021-08-01,"Calgary International, Alberta",12195,10848,467,11315,1253,174,23100302
YYC,2021-09-01,"Calgary International, Alberta",12476,11149,491,11640,1435,238,23100302
YYC,2021-10-01,"Calgary International, Alberta",11922,10762,400,11162,1805,360,23100302
YYC,2021-11-01,"Calgary International, Alberta",10490,9400,377,9777,1895,600,23100302
YYC,2021-12-01,"Calgary International, Alberta",10941,10208,277,10485,2131,681,23100302
YYC,2022-01-01,"Calgary International, Alberta",9316,8533,270,8803,1809,654,23100302
YYC,2022-02-01,"Calgary International, Alberta",8749,7932,306,8238,1840,561,23100302
YYC,2022-03-01,"Calgary International, Alberta",10541,9570,373,9943,2330,682,23100302
YYC,2022-04-01,"Calgary International, Alberta",10816,9618,519,10137,2613,674,23100302
YYC,2022-05-01,"Calgary International, Alberta",13997,12561,610,13171,2574,537,23100302
YYC,2022-06-01,"Calgary International, Alberta",14595,13001,820,13821,2607,484,23100302
YYC,2022-07-01,"Calgary International, Alberta",15529,13847,727,14574,2767,534,23100302
YYC,2022-08-01,"Calgary International, Alberta",15976,14406,777,15183,2663,557,23100302
YYC,2022-09-01,"Calgary International, Alberta",14448,12917,740,13657,2704,535,23100302
YYC,2022-10-01,"Calgary International, Alberta",14325,12864,680,13544,2721,577,23100302
YYC,2022-11-01,"Calgary International, Alberta",12370,11151,563,11714,2539,828,23100302
YYC,2022-12-01,"Calgary International, Alberta",11482,10460,490,10950,2418,967,23100302
YYC,2023-01-01,"Calgary International, Alberta",11399,10281,487,10768,2500,1007,23100302
YYC,2023-02-01,"Calgary International, Alberta",10418,9407,478,9885,2371,902,23100302
YYC,2023-03-01,"Calgary International, Alberta",12141,10895,565,11460,2734,1005,23100302
YYC,2023-04-01,"Calgary International, Alberta",11764,10460,646,11106,2831,951,23100302
YYC,2023-05-01,"Calgary International, Alberta",14808,13204,773,13977,2943,742,23100302
YYC,2023-06-01,"Calgary International, Alberta",14482,12928,859,13787,3212,714,23100302
YYC,2023-07-01,"Calgary International, Alberta",15349,13840,743,14583,3621,791,23100302
YYC,2023-08-01,"Calgary International, Alberta",15558,13947,783,14730,3472,766,23100302
YYC,2023-09-01,"Calgary International, Alberta",13813,12327,742,13069,3277,739,23100302
YYC,2023-10-01,"Calgary International, Alberta",13167,11877,669,12546,3201,749,23100302
YYC,2023-11-01,"Calgary International, Alberta",11460,10064,668,10732,2813,872,23100302
YYC,2023-12-01,"Calgary International, Alberta",11319,10118,640,10758,2808,1050,23100302
YYC,2024-01-01,"Calgary International, Alberta",10862,9821,544,10365,2710,1073,23100302
YYC,2024-02-01,"Calgary International, Alberta",10639,9679,417,10096,2722,994,23100302
YYC,2024-03-01,"Calgary International, Alberta",11169,10316,290,10606,2853,1121,23100302
YYC,2024-04-01,"Calgary International, Alberta",11327,10355,344,10699,2696,1076,23100302
YYC,2024-05-01,"Calgary International, Alberta",13131,12012,418,12430,3025,884,23100302
YYC,2024-06-01,"Calgary International, Alberta",13398,12222,527,12749,3475,816,23100302
YYC,2024-07-01,"Calgary International, Alberta",14460,13260,439,13699,3969,847,23100302
YYC,2024-08-01,"Calgary International, Alberta",13618,12681,324,13005,3751,866,23100302
YYC,2024-09-01,"Calgary International, Alberta",13413,12305,420,12725,3517,800,23100302
YYC,2024-10-01,"Calgary International, Alberta",13080,12088,410,12498,3108,793,23100302
YYC,2024-11-01,"Calgary International, Alberta",10798,10081,239,10320,2708,989,23100302
YYC,2024-12-01,"Calgary International, Alberta",11383,10621,279,10900,2772,1085,23100302
YYC,2025-01-01,"Calgary International, Alberta",11326,10634,207,10841,2571,1077,23100302
YYC,2025-02-01,"Calgary International, Alberta",9931,9316,179,9495,2572,985,23100302
YYC,2025-03-01,"Calgary International, Alberta",11438,10678,206,10884,2975,1153,23100302
YYC,2025-04-01,"Calgary International, Alberta",11893,11045,260,11305,2831,1113,23100302
YYC,2025-05-01,"Calgary International, Alberta",14012,13037,287,13324,3384,897,23100302
YYC,2025-06-01,"Calgary International, Alberta",14533,13382,379,13761,3686,938,23100302
YYC,2025-07-01,"Calgary International, Alberta",15331,14425,244,14669,4014,933,23100302
YYC,2025-08-01,"Calgary International, Alberta",15105,14152,324,14476,3873,947,23100302
YYC,2025-09-01,"Calgary International, Alberta",14135,13097,356,13453,3248,856,23100302
YYC,2025-10-01,"Calgary International, Alberta",13793,12791,351,13142,3075,904,23100302
YYC,2025-11-01,"Calgary International, Alberta",11467,10663,236,10899,2617,1075,23100302
YYC,2025-12-01,"Calgary International, Alberta",11709,11099,155,11254,2717,1200,23100302
YYZ,2020-01-01,"Toronto/Lester B. Pearson International, Ontario",13924,13478,155,13633,14038,7533,23100302
YYZ,2020-02-01,"Toronto/Lester B. Pearson International, Ontario",12689,12234,150,12384,13314,6916,23100302
YYZ,2020-03-01,"Toronto/Lester B. Pearson International, Ontario",10899,10545,116,10661,11230,5778,23100302
YYZ,2020-04-01,"Toronto/Lester B. Pearson International, Ontario",3295,3141,62,3203,1383,803,23100302
YYZ,2020-05-01,"Toronto/Lester B. Pearson International, Ontario",3146,2948,85,3033,1120,1225,23100302
YYZ,2020-06-01,"Toronto/Lester B. Pearson International, Ontario",4598,4283,153,4436,1590,1110,23100302
YYZ,2020-07-01,"Toronto/Lester B. Pearson International, Ontario",6198,5835,186,6021,2191,1445,23100302
YYZ,2020-08-01,"Toronto/Lester B. Pearson International, Ontario",6652,6300,191,6491,2088,1637,23100302
YYZ,2020-09-01,"Toronto/Lester B. Pearson International, Ontario",6113,5807,147,5954,1774,1551,23100302
YYZ,2020-10-01,"Toronto/Lester B. Pearson International, Ontario",5996,5711,120,5831,2014,1818,23100302
YYZ,2020-11-01,"Toronto/Lester B. Pearson International, Ontario",5108,4847,98,4945,2214,2110,23100302
YYZ,2020-12-01,"Toronto/Lester B. Pearson International, Ontario",5967,5787,95,5882,2565,2378,23100302
YYZ,2021-01-01,"Toronto/Lester B. Pearson International, Ontario",4781,4638,63,4701,2322,2271,23100302
YYZ,2021-02-01,"Toronto/Lester B. Pearson International, Ontario",3241,3081,83,3164,1506,1669,23100302
YYZ,2021-03-01,"Toronto/Lester B. Pearson International, Ontario",3516,3306,86,3392,1566,1888,23100302
YYZ,2021-04-01,"Toronto/Lester B. Pearson International, Ontario",3598,3435,73,3508,1859,1813,23100302
YYZ,2021-05-01,"Toronto/Lester B. Pearson International, Ontario",3934,3749,91,3840,1944,1790,23100302
YYZ,2021-06-01,"Toronto/Lester B. Pearson International, Ontario",5011,4722,133,4855,2535,1784,23100302
YYZ,2021-07-01,"Toronto/Lester B. Pearson International, Ontario",8313,7863,222,8085,3688,2200,23100302
YYZ,2021-08-01,"Toronto/Lester B. Pearson International, Ontario",11378,10779,256,11035,5294,2759,23100302
YYZ,2021-09-01,"Toronto/Lester B. Pearson International, Ontario",11643,11006,232,11238,6559,3124,23100302
YYZ,2021-10-01,"Toronto/Lester B. Pearson International, Ontario",11536,10969,207,11176,7718,3732,23100302
YYZ,2021-11-01,"Toronto/Lester B. Pearson International, Ontario",10239,9682,207,9889,8394,4454,23100302
YYZ,2021-12-01,"Toronto/Lester B. Pearson International, Ontario",11134,10746,120,10866,8763,5600,23100302
YYZ,2022-01-01,"Toronto/Lester B. Pearson International, Ontario",8345,8116,84,8200,7033,5113,23100302
YYZ,2022-02-01,"Toronto/Lester B. Pearson International, Ontario",7784,7473,127,7600,6650,4000,23100302
YYZ,2022-03-01,"Toronto/Lester B. Pearson International, Ontario",9655,9273,147,9420,9334,5345,23100302
YYZ,2022-04-01,"Toronto/Lester B. Pearson International, Ontario",9995,9582,156,9738,10802,5479,23100302
YYZ,2022-05-01,"Toronto/Lester B. Pearson International, Ontario",13097,12426,345,12771,11958,5339,23100302
YYZ,2022-06-01,"Toronto/Lester B. Pearson International, Ontario",13096,12379,398,12777,12086,5718,23100302
YYZ,2022-07-01,"Toronto/Lester B. Pearson International, Ontario",14084,13334,450,13784,12003,6244,23100302
YYZ,2022-08-01,"Toronto/Lester B. Pearson International, Ontario",14663,13793,547,14340,12315,6361,23100302
YYZ,2022-09-01,"Toronto/Lester B. Pearson International, Ontario",13312,12328,558,12886,12220,5799,23100302
YYZ,2022-10-01,"Toronto/Lester B. Pearson International, Ontario",12696,11973,414,12387,12659,5775,23100302
YYZ,2022-11-01,"Toronto/Lester B. Pearson International, Ontario",10650,10052,286,10338,12515,5837,23100302
YYZ,2022-12-01,"Toronto/Lester B. Pearson International, Ontario",10350,9781,277,10058,12215,6748,23100302
YYZ,2023-01-01,"Toronto/Lester B. Pearson International, Ontario",10240,9770,259,10029,12129,6813,23100302
YYZ,2023-02-01,"Toronto/Lester B. Pearson International, Ontario",9418,8910,244,9154,11298,6081,23100302
YYZ,2023-03-01,"Toronto/Lester B. Pearson International, Ontario",10976,10334,363,10697,12929,6946,23100302
YYZ,2023-04-01,"Toronto/Lester B. Pearson International, Ontario",11565,10747,457,11204,12796,6759,23100302
YYZ,2023-05-01,"Toronto/Lester B. Pearson International, Ontario",13002,12069,569,12638,13567,6309,23100302
YYZ,2023-06-01,"Toronto/Lester B. Pearson International, Ontario",13044,12020,630,12650,12232,6072,23100302
YYZ,2023-07-01,"Toronto/Lester B. Pearson International, Ontario",14117,13181,698,13879,12529,6781,23100302
YYZ,2023-08-01,"Toronto/Lester B. Pearson International, Ontario",14746,13821,605,14426,12868,6804,23100302
YYZ,2023-09-01,"Toronto/Lester B. Pearson International, Ontario",13548,12613,609,13222,12640,6353,23100302
YYZ,2023-10-01,"Toronto/Lester B. Pearson International, Ontario",13283,12428,533,12961,13389,6168,23100302
YYZ,2023-11-01,"Toronto/Lester B. Pearson International, Ontario",11259,10496,442,10938,12969,6693,23100302
YYZ,2023-12-01,"Toronto/Lester B. Pearson International, Ontario",11445,10834,426,11260,13500,7825,23100302
YYZ,2024-01-01,"Toronto/Lester B. Pearson International, Ontario",11062,10479,404,10883,12685,7612,23100302
YYZ,2024-02-01,"Toronto/Lester B. Pearson International, Ontario",10513,9955,367,10322,12414,7066,23100302
YYZ,2024-03-01,"Toronto/Lester B. Pearson International, Ontario",11058,10683,150,10833,13733,7955,23100302
YYZ,2024-04-01,"Toronto/Lester B. Pearson International, Ontario",11190,10745,174,10919,13368,7414,23100302
YYZ,2024-05-01,"Toronto/Lester B. Pearson International, Ontario",12584,12103,237,12340,13600,6989,23100302
YYZ,2024-06-01,"Toronto/Lester B. Pearson International, Ontario",12869,12347,249,12596,12989,6784,23100302
YYZ,2024-07-01,"Toronto/Lester B. Pearson International, Ontario",14104,13710,211,13921,13220,7162,23100302
YYZ,2024-08-01,"Toronto/Lester B. Pearson International, Ontario",14382,13798,264,14062,12829,7222,23100302
YYZ,2024-09-01,"Toronto/Lester B. Pearson International, Ontario",13279,12698,259,12957,13038,6558,23100302
YYZ,2024-10-01,"Toronto/Lester B. Pearson International, Ontario",12834,12333,226,12559,13241,6342,23100302
YYZ,2024-11-01,"Toronto/Lester B. Pearson International, Ontario",11229,10794,185,10979,13125,6751,23100302
YYZ,2024-12-01,"Toronto/Lester B. Pearson International, Ontario",11539,11202,154,11356,12909,7585,23100302
YYZ,2025-01-01,"Toronto/Lester B. Pearson International, Ontario",11165,10942,36,10978,12603,7590,23100302
YYZ,2025-02-01,"Toronto/Lester B. Pearson International, Ontario",9286,9041,62,9103,11022,6669,23100302
YYZ,2025-03-01,"Toronto/Lester B. Pearson International, Ontario",11295,11042,60,11102,13703,7688,23100302
YYZ,2025-04-01,"Toronto/Lester B. Pearson International, Ontario",11427,11133,79,11212,13133,7447,23100302
YYZ,2025-05-01,"Toronto/Lester B. Pearson International, Ontario",12917,12573,92,12665,13521,6920,23100302
YYZ,2025-06-01,"Toronto/Lester B. Pearson International, Ontario",13735,13359,100,13459,12608,7241,23100302
YYZ,2025-07-01,"Toronto/Lester B. Pearson International, Ontario",15176,14873,96,14969,12405,7757,23100302
YYZ,2025-08-01,"Toronto/Lester B. Pearson International, Ontario",14823,14388,110,14498,12232,7516,23100302
YYZ,2025-09-01,"Toronto/Lester B. Pearson International, Ontario",14163,13742,98,13840,12743,7061,23100302
YYZ,2025-10-01,"Toronto/Lester B. Pearson International, Ontario",13637,13198,106,13304,12897,6928,23100302
YYZ,2025-11-01,"Toronto/Lester B. Pearson International, Ontario",11352,11044,72,11116,11914,7355,23100302
YYZ,2025-12-01,"Toronto/Lester B. Pearson International, Ontario",11830,11574,47,11621,12410,8539,23100302
