route_id,origin_iata,destination_iata,month,route_active,weekly_frequency_proxy,route_supply_confidence,route_supply_event_count,route_supply_event_ids,route_supply_carriers,route_supply_evidence_types,route_supply_source_titles,route_supply_source_urls
YKF_YYC,YKF,YYC,2022-09-01,1,5.0,medium,1,YKF_YYC_2022_SUMMER,Flair,schedule_archive,Flair Airlines Summer 2022 Network Update,https://www.aeroroutes.com/eng/220407-f8ns22
YKF_YYC,YKF,YYC,2022-10-01,1,5.0,medium,1,YKF_YYC_2022_SUMMER,Flair,schedule_archive,Flair Airlines Summer 2022 Network Update,https://www.aeroroutes.com/eng/220407-f8ns22
YKF_YYC,YKF,YYC,2022-11-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2022-12-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-01-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-02-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-03-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-04-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-05-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-06-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-07-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-08-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-09-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-10-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-11-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2023-12-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2024-01-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2024-02-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2024-03-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2024-04-01,,,uncovered,0,,,,,
YKF_YYC,YKF,YYC,2024-05-01,1,7.0,medium,1,YKF_YYC_2024_SUMMER,Flair,schedule_archive,Flair Airlines NS24 Network Changes,https://www.aeroroutes.com/eng/240326-f8ns24
YKF_YYC,YKF,YYC,2024-06-01,1,7.0,medium,1,YKF_YYC_2024_SUMMER,Flair,schedule_archive,Flair Airlines NS24 Network Changes,https://www.aeroroutes.com/eng/240326-f8ns24
YKF_YYC,YKF,YYC,2024-07-01,1,7.0,medium,1,YKF_YYC_2024_SUMMER,Flair,schedule_archive,Flair Airlines NS24 Network Changes,https://www.aeroroutes.com/eng/240326-f8ns24
YKF_YYC,YKF,YYC,2024-08-01,1,7.0,medium,1,YKF_YYC_2024_SUMMER,Flair,schedule_archive,Flair Airlines NS24 Network Changes,https://www.aeroroutes.com/eng/240326-f8ns24
