iata,month,statcan_geo,metric,value,source_table
YYZ,2022-02-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,629011,23100312
YYZ,2022-03-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,970444,23100312
YYZ,2022-04-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1087292,23100312
YYZ,2022-05-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1273564,23100312
YYZ,2022-06-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1419440,23100312
YYZ,2022-07-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1631584,23100312
YYZ,2022-08-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1642138,23100312
YYZ,2022-09-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1401332,23100312
YYZ,2022-10-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1447375,23100312
YYZ,2022-11-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1373522,23100312
YYZ,2022-12-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1522698,23100312
YYZ,2023-01-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1403684,23100312
YYZ,2023-02-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1354261,23100312
YYZ,2023-03-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1523075,23100312
YYZ,2023-04-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1544222,23100312
YYZ,2023-05-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1576219,23100312
YYZ,2023-06-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1665176,23100312
YYZ,2023-07-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1881961,23100312
YYZ,2023-08-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1876626,23100312
YYZ,2023-09-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1619985,23100312
YYZ,2023-10-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1625369,23100312
YYZ,2023-11-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1500101,23100312
YYZ,2023-12-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1688826,23100312
YYZ,2024-01-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1553662,23100312
YYZ,2024-02-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1520561,23100312
YYZ,2024-03-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1623943,23100312
YYZ,2024-04-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1601981,23100312
YYZ,2024-05-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1678902,23100312
YYZ,2024-06-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1748712,23100312
YYZ,2024-07-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1946906,23100312
YYZ,2024-08-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,2029328,23100312
YYZ,2024-09-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1660664,23100312
YYZ,2024-10-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1687902,23100312
YYZ,2024-11-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1598683,23100312
YYZ,2024-12-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1764257,23100312
YYZ,2025-01-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1563965,23100312
YYZ,2025-02-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1498511,23100312
YYZ,2025-03-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1628079,23100312
YYZ,2025-04-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1654314,23100312
YYZ,2025-05-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1692575,23100312
YYZ,2025-06-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1786891,23100312
YYZ,2025-07-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1999708,23100312
YYZ,2025-08-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1971419,23100312
YYZ,2025-09-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1739840,23100312
YYZ,2025-10-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1765512,23100312
YYZ,2025-11-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1599404,23100312
YYZ,2025-12-01,"Toronto/Lester B Pearson International, Ontario",total_screened_passengers,1805347,23100312
