scenario_id,spend_mechanism,effect_strength,effect_multiplier,noise_pct,replicate,model_spec,true_channel_rank,estimated_channel_rank,true_top_channel,estimated_top_channel,top_channel_recovered,top2_budget_direction_overlap,spearman_rank_corr,budget_efficiency_ratio,positive_sign_accuracy,coef_paid_search,coef_paid_social,coef_local_ooh,coef_display_video,true_roi_paid_search,true_roi_paid_social,true_roi_local_ooh,true_roi_display_video
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,35,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,local_ooh>paid_search>paid_social>display_video,paid_search,local_ooh,0,0.500000,0.400000,0.892739,0.750000,17475.531204,15400.782462,63068.154752,-29430.892426,0.026219,0.017069,0.014465,0.009913
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,35,controlled_adstock,paid_search>paid_social>local_ooh>display_video,paid_search>local_ooh>paid_social>display_video,paid_search,paid_search,1,0.500000,0.800000,0.980544,0.500000,7087.743592,-3379.506085,430.726504,-6879.204682,0.026219,0.017069,0.014465,0.009913
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,35,controlled_saturation,paid_search>paid_social>local_ooh>display_video,paid_search>local_ooh>paid_social>display_video,paid_search,paid_search,1,0.500000,0.800000,0.980544,0.250000,5.669666,-1.375800,-1.315885,-3.140124,0.026219,0.017069,0.014465,0.009913
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,36,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,display_video>local_ooh>paid_search>paid_social,paid_search,display_video,0,0.000000,-0.800000,0.719496,0.750000,29360.258711,-28273.722702,47902.642178,60104.772112,0.026462,0.017133,0.014526,0.010033
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,36,controlled_adstock,paid_search>paid_social>local_ooh>display_video,paid_search>display_video>local_ooh>paid_social,paid_search,paid_search,1,0.500000,0.200000,0.929812,0.750000,1923.174359,-429.905109,1041.203564,1586.596548,0.026462,0.017133,0.014526,0.010033
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,36,controlled_saturation,paid_search>paid_social>local_ooh>display_video,display_video>local_ooh>paid_search>paid_social,paid_search,display_video,0,0.000000,-0.800000,0.719496,0.750000,0.368026,-1.867905,1.712294,3.203457,0.026462,0.017133,0.014526,0.010033
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,37,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,paid_search>local_ooh>paid_social>display_video,paid_search,paid_search,1,0.500000,0.800000,0.980132,0.750000,42522.264559,19451.290706,32954.819803,-56119.247173,0.026320,0.017105,0.014439,0.009897
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,37,controlled_adstock,paid_search>paid_social>local_ooh>display_video,local_ooh>paid_social>paid_search>display_video,paid_search,local_ooh,0,0.500000,0.200000,0.822944,0.500000,-255.819689,958.732286,1054.998459,-5735.968673,0.026320,0.017105,0.014439,0.009897
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,37,controlled_saturation,paid_search>paid_social>local_ooh>display_video,paid_search>local_ooh>paid_social>display_video,paid_search,paid_search,1,0.500000,0.800000,0.980132,0.250000,3.978862,-1.535600,-0.648620,-1.846702,0.026320,0.017105,0.014439,0.009897
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,38,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,display_video>paid_search>paid_social>local_ooh,paid_search,display_video,0,0.500000,-0.200000,0.814452,0.750000,22519.602894,17325.861822,-1125.847554,44255.700681,0.026396,0.017130,0.014451,0.010017
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,38,controlled_adstock,paid_search>paid_social>local_ooh>display_video,paid_search>paid_social>display_video>local_ooh,paid_search,paid_search,1,1.000000,0.800000,0.989017,0.250000,9521.304317,-2516.732355,-4058.629934,-3409.071531,0.026396,0.017130,0.014451,0.010017
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,38,controlled_saturation,paid_search>paid_social>local_ooh>display_video,paid_search>paid_social>local_ooh>display_video,paid_search,paid_search,1,1.000000,1.000000,1.000000,0.250000,7.968583,-1.096968,-3.749865,-6.199342,0.026396,0.017130,0.014451,0.010017
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,39,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,display_video>paid_search>local_ooh>paid_social,paid_search,display_video,0,0.500000,-0.400000,0.807288,1.000000,25273.299642,3826.470810,13995.089059,34532.203685,0.026267,0.017065,0.014414,0.009944
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,39,controlled_adstock,paid_search>paid_social>local_ooh>display_video,paid_search>display_video>paid_social>local_ooh,paid_search,paid_search,1,0.500000,0.400000,0.935724,0.750000,6332.532866,1647.330811,-3605.814007,2679.020851,0.026267,0.017065,0.014414,0.009944
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,39,controlled_saturation,paid_search>paid_social>local_ooh>display_video,display_video>paid_social>paid_search>local_ooh,paid_search,display_video,0,0.500000,-0.400000,0.745197,0.750000,0.089963,0.811987,-1.021983,2.787978,0.026267,0.017065,0.014414,0.009944
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,40,naive_raw_spend,paid_search>paid_social>local_ooh>display_video,paid_search>display_video>local_ooh>paid_social,paid_search,paid_search,1,0.500000,0.200000,0.929459,0.750000,33889.734355,-1596.554433,19207.415729,23790.734530,0.026412,0.017139,0.014489,0.010014
channel_bundle_weak,channel_bundle,weak,0.500000,0.180000,40,controlled_adstock,paid_search>paid_social>local_ooh>display_video,paid_search>display_video>local_ooh>paid_social,paid_search,paid_search,1,0.500000,0.200000,0.929459,0.500000,9879.049081,-4327.504391,-1842.786375,636.748060,0.026412,0.017139,0.014489,0.010014
